p,r2_train,rmse_train,mae_train,r2_test,rmse_test,mae_test,model,dataset
0.2,0.5845823047373984,0.23472272685036202,0.14586357069002887,0.5745059720921304,0.23723584580668078,0.14731629284496023,CN,dmsc
0.2,0.9612794841171525,0.07636221524627593,0.04619631333942371,0.7931600563542648,0.1634398516525967,0.10810903104434824,LER,dmsc
0.2,0.32827300131157977,0.2956563091693027,0.18280109244821724,0.3234400129870264,0.2968347184036376,0.18342110725688351,Additive,dmsc
0.2,0.5478780337639527,0.24226840116644638,0.1549368890242569,0.5394597782455981,0.24447723106325267,0.1562097566707426,Pairwise,dmsc
0.3,1.0,0.0,0.0,0.771576487411186,0.17595761554191522,0.11503108290748137,MEI,dmsc
0.3,0.9611168187473991,0.0768529120679081,0.04736825429529875,0.8118532836006159,0.15584401823284727,0.10449630259275934,VC,dmsc
0.3,0.5949806265084827,0.23319399985770572,0.1451507333743103,0.5903426295981125,0.23250177637885006,0.14461893757400315,CN,dmsc
0.3,0.958854453083351,0.0779361960224126,0.04770464133656666,0.8081212542109307,0.15697014861536635,0.10396616443953623,LER,dmsc
0.3,0.324630989357254,0.2980614349538731,0.18434133582756168,0.32439432663401246,0.29593188678555427,0.18302223132162196,Additive,dmsc
0.3,0.5440263598104814,0.24470651366423646,0.1565944383925325,0.5410110365300264,0.24359435932132806,0.1558517382054594,Pairwise,dmsc
0.3,1.0,0.0,0.0,0.7723498582419226,0.17511060110518134,0.11467492681365665,MEI,dmsc
0.3,0.9611061689367157,0.07712173340530654,0.047907014182539606,0.8104307718981709,0.1559446723424686,0.10472483096141917,VC,dmsc
0.3,0.5999095508446171,0.23287992704531107,0.14503122776907196,0.5909758102994142,0.2317836478532059,0.14447267538121333,CN,dmsc
0.3,0.9617330770191257,0.0757455864648454,0.046795029267374166,0.8140569263524654,0.15411018821542466,0.10250206972105946,LER,dmsc
0.3,0.3292131134089422,0.29848576708607766,0.18518686602697437,0.32232131298664324,0.2956013197035422,0.18310988536157066,Additive,dmsc
0.3,0.5490440544950872,0.2444829668743913,0.1567018255896367,0.5388627135040454,0.24356670026555702,0.15617691231864483,Pairwise,dmsc
0.3,1.0,0.0,0.0,0.7717144716799639,0.17680395005583102,0.11516230846838055,MEI,dmsc
0.3,0.9602353700685599,0.07703232543455599,0.04796665378637261,0.811316280593706,0.15661974822401392,0.10473174531837186,VC,dmsc
0.3,0.5979361786767049,0.2310771689883281,0.14404411522706537,0.5895097289438199,0.23360096952452766,0.1450298961430154,CN,dmsc
0.3,0.9575414146093022,0.07825225494006613,0.04866949048286003,0.8129278386248803,0.1554326480439711,0.10330089485417177,LER,dmsc
0.3,0.32606472714329193,0.29616572600244095,0.18336533242907474,0.3239297662841063,0.2969492006843211,0.18296104846946715,Additive,dmsc
0.3,0.5471498310719236,0.24253021802189836,0.15548324924443943,0.5399992889953956,0.24461450066865123,0.15627069153576031,Pairwise,dmsc
0.5,0.9999999999999998,0.0,0.0,0.8138040535394794,0.15905490614293577,0.10583347536599115,MEI,dmsc
0.5,0.9616223735048156,0.07501916551548711,0.04633541108415631,0.8323702069755093,0.14776237929056538,0.09958454263849091,VC,dmsc
0.5,0.6107859866942098,0.22714715658348425,0.14075289595779153,0.6071342996652519,0.22951139854710997,0.14208518364136014,CN,dmsc
0.5,0.9628233642649084,0.0733091337247394,0.04499542017453061,0.8314757116591014,0.1477603273101733,0.0988227164000463,LER,dmsc
0.5,0.32452180566333766,0.2960651529096379,0.18250072867066489,0.3245091383614579,0.2977150887278723,0.1828548439569437,Additive,dmsc
0.5,0.5437920726941482,0.24314704796122827,0.15478639060914243,0.5408161138869939,0.2452423515384378,0.15600827299050046,Pairwise,dmsc
0.5,0.9999999999999993,0.0,0.0,0.8098425801824928,0.15840481463282066,0.1054815432424344,MEI,dmsc
0.5,0.9600026529136528,0.07681014665590102,0.0479201358384707,0.8309597974609627,0.14656006751060768,0.09889855364332215,VC,dmsc
